Primary_Accession,Uncertainty,Length,Disorder,CompositionalBias,Membrane
Q8NGG5,12.85,319,0,0,45.77
Q8NH51,9.29,312,0,0,46.79
Q8NH50,9.77,307,0,0,47.56
Q8NH09,19.78,359,8.08,0,40.67
Q8NH10,10.68,309,0,0,47.25
P0C7N1,12.23,319,0,0,46.08
P0C7N5,11,309,0,0,47.57
Q8NGU1,7.22,263,0,0,47.91
Q8NGT5,10.32,310,0,0,40.32
Q8NGU2,8.28,314,0,0,46.5
Q8NH87,6.23,305,0,0,47.87
Q8NGQ1,13.46,327,0.31,0,44.95
P0C7N8,6.23,305,0,0,47.87
Q8NGQ6,9.87,314,0,0,46.5
Q8NGE7,16.72,335,0.3,0,37.31
Q8NGQ5,9.35,310,0,0,47.1
Q8NGE9,11.78,314,3.5,0,46.5
Q96SN7,35.83,254,4.72,0,31.89
Q9BRQ5,46.1,295,18.64,0,28.14
Q8WV07,100,137,0,0,0
Q13415,35.54,861,33.1,0,0
Q13416,100,577,31.37,0,0
Q9UBD5,100,711,2.53,0,0
O43929,10.78,436,0.92,0,0
O43913,19.77,435,0.23,0,0
Q9Y5N6,27.78,252,21.83,0,0
O43612,45.04,131,10.69,0,0
Q9P0S3,100,153,0,0,27.45
Q53FV1,100,153,0,0,27.45
Q8N138,100,153,1.31,0,28.76
Q9Y619,4.98,301,0,0,41.86
Q9BXI2,4.65,301,0,0,41.86
Q9Y3B8,19.83,237,5.91,0,0
Q13438,80.96,667,52.77,2.4,0
Q9BXB5,42.15,764,34.16,0,0
Q9BXB4,39.09,747,29.18,0,0
Q9BXW6,32.21,950,19.68,0,0
Q9H1P3,22.29,480,23.96,0,0
Q9H4L5,43.74,887,17.7,0,0
Q9H0X9,43.23,879,40.27,0,2.16
Q9BZF3,47.75,934,17.67,0,0
Q9BZF2,41.21,842,29.33,0,0
Q9BZF1,46.01,889,34.53,0,0
Q96SU4,40.9,736,26.77,0,0
P22059,36.93,807,30.48,11.52,0
Q969R2,48.14,916,35.7,0,0
Q8IYS5,19.5,282,20.92,0,0
Q8WVF1,100,389,21.59,0,0
Q9NX31,100,292,64.73,3.08,0
Q9NPF4,2.39,335,2.69,0,0
Q9UJX0,21.61,560,15.36,0,0
Q9Y236,29.31,505,0.79,0,0
Q9H4B0,19.57,414,0,0,0
Q99650,25.74,979,3.78,0,2.15
Q8TAX0,63.91,266,12.78,0,0
Q8N2R0,53.85,312,11.54,0,0
P39656,100,456,0.44,0,4.39
P0C6T2,0,37,0,0,56.76
Q86UW1,100,340,0,2.35,43.82
Q86UW2,100,128,36.72,0,16.41
P02818,59,100,4,0,0
Q9NRP0,100,149,0,0,42.28
Q92882,0,214,7.01,3.74,0
Q86WC4,100,334,2.4,0,6.29
P61366,100,133,20.3,0,0
P10451,96.18,314,92.68,0,0
P00480,9.32,354,0.28,0,0
Q7RTW8,95.06,1153,1.82,0,0
Q9HC10,60.84,1997,18.78,1.7,1.05
Q3ZCN5,81.6,2332,0.04,8.06,0
Q6ZRI0,85.47,2925,19.69,18.74,0
A6NHN0,72.33,477,60.59,0,0
Q7RTM1,100,612,9.15,0,34.31
Q7RTS6,100,562,5.16,0,37.37
Q7RTS5,100,596,7.05,0,42.28
Q9NRC9,15.62,128,0,0,0
Q8NHW6,100,89,0,0,0
Q5XKR4,79.69,325,62.15,3.69,0
Q5VVQ6,22.99,348,20.69,0,0
Q7L8S5,52.78,288,37.15,0,0
Q8N6M0,52.56,293,36.52,0,0
Q8TE49,56.37,926,47.84,0,0
Q6GQQ9,53.02,843,51.96,0,0
Q96FW1,0,271,9.23,0,0
Q96DC9,0,234,0,0,0
Q5VV17,59.04,481,49.48,29.73,0
Q5T2D3,60.05,398,56.28,0,0
Q01804,85.1,1114,58.98,0,0
Q96G74,61.47,571,58.49,29.77,0
Q96BN8,13.64,352,22.16,0,0
P32242,77.97,354,50.85,7.63,0
P32243,76.82,289,35.29,2.42,0
Q8WZ82,11.89,227,9.25,0,0
Q7RTY7,17.28,1134,1.68,0,0
Q7RTZ1,10.64,564,0,0,0
Q12889,45.87,678,36.14,0,0
O14753,47.57,267,11.61,0,0
Q9BRP0,48.73,275,36.73,0,0
O00110,45.79,214,32.24,0,0
Q6IE37,6.67,1185,0,0,0
Q6IE36,3.7,1432,0.35,0,0
O43613,27.06,425,4.71,0,36.94
P83859,100,136,13.97,0,0
P41217,27.7,278,1.8,0,9.71
O43614,30.18,444,3.38,0,35.36
Q15070,51.72,435,12.18,0,24.14
P14920,0,347,4.32,0,0
Q99489,2.93,341,2.05,0,0
Q8TDS5,36.17,423,1.65,11.11,35.22
Q96P68,13.06,337,0,0,43.62
Q96RQ9,12.87,567,15.52,0,0
Q5BKU9,100,147,35.37,0,0
Q96HP4,21.15,312,0.64,0,0
Q8N573,68.65,874,50.57,0,0
Q9NWU1,6.75,459,0.65,0,0
O95747,24.1,527,26.76,0,0
P30559,10.8,389,3.34,0,40.1
Q15072,32.88,292,6.16,0,0
Q96HA1,100,1249,66.61,26.9,1.68
A6NF01,100,834,69.18,22.3,0
A8CG34,100,1229,72.9,31,1.71
Q3SYA9,100,428,91.36,1.87,0
Q96KW2,100,1035,58.84,6.67,0
A6NNC1,100,897,93.09,2.68,2.34
Q8N7R1,100,296,47.64,0,0
Q6GTS8,24.7,502,3.39,0,0
Q8IYS1,11.24,436,8.49,0,0
A8MW92,76.6,1017,52.61,4.92,0
Q5VU65,95.13,1888,0.11,0,1.11
E9PI22,100,279,49.46,24.73,0
P0DMB1,100,279,49.46,24.73,0
Q06190,67.13,1150,26.52,2.26,0
Q9Y5P8,33.04,575,21.04,0,0
Q969Q6,23.84,453,4.42,0.88,0
P51575,20.05,399,0.5,1,10.53
Q9UBL9,33.33,471,16.77,0,8.92
P56373,20.91,397,1.01,0,10.58
Q99571,14.95,388,0,0,10.82
Q93086,29.15,422,14.22,0,9.95
O15547,28.8,441,6.58,0,9.52
Q99572,46.72,595,1.51,0,7.06
P47900,0,373,2.68,0,40.75
P41231,0,377,14.32,0,42.44
P51582,0,365,0.55,0,43.84
Q15077,2.13,328,0.3,0,45.43
Q86VZ1,16.43,359,3.62,1.67,40.95
O00398,15.04,339,0,0,43.36
Q96G91,0,374,6.15,0,39.3
Q9H244,0,342,5.56,0,42.98
Q9BPV8,5.93,354,4.52,0,41.53
Q15391,0,338,0.89,0,43.49
Q96A73,100,305,78.36,0,0
O00443,31.97,1686,9.49,0,0
O00750,31.58,1634,18.54,0.8,0
O75747,17.3,1445,6.23,0,0
Q32P28,70.52,736,14.13,0,0
Q8IVL5,68.5,708,10.73,0.99,0
Q8IVL6,70.52,736,24.73,2.45,0
Q96FE7,44.49,263,29.28,0,7.98
P09131,45.28,477,7.97,0,35.22
P13674,17.23,534,5.06,0,0
O15460,19.25,535,2.62,0,0
Q7Z4N8,21.14,544,0.92,0,0
Q9NXG6,37.45,502,16.53,0,4.18
Q9BTU6,21.5,479,22.34,7.72,0
Q8TCG2,26.82,481,17.88,0.83,0
Q6IN85,100,833,21.13,0,0
Q5MIZ7,100,849,20.14,1.65,0
O43422,25.62,761,12.75,0,0
P04637,0,393,51.15,0,0
Q92569,12.36,461,8.46,2.39,0
P32322,0,319,12.54,0,0
Q96C36,14.06,320,3.12,0,0
Q53H96,2.92,274,1.46,0,0
P54886,9.31,795,4.4,0,0
Q06416,57.1,359,41.78,0,0
O14683,100,189,6.35,4.23,44.44
Q8NBR0,100,393,47.58,0,5.34
Q9H3D4,43.68,680,41.76,1.18,0
Q86YP4,93.21,633,68.88,0,0
Q8WXI9,92.75,593,65.6,0,0
O15350,42.61,636,48.74,10.53,0
P27986,0.69,724,15.06,0,0
O00459,4.4,728,33.79,0,0
P68402,0,229,12.66,0,0
Q15102,8.23,231,16.88,0,0
P04054,10.14,148,0,0,0
P47712,0,749,9.75,0,0
P0C869,9.22,781,8.45,0,0
Q9UP65,16.82,541,8.5,0,0
Q86XP0,11.98,818,9.78,0,0
Q3MJ16,17.76,856,4.09,0,0
Q68DD2,12.84,849,5.77,0,0
Q9NZ20,74.66,509,24.17,0,0
Q9UQ80,0,394,19.04,0,0
P39877,10.14,138,0,0,0
P14555,13.89,144,0,0,0
Q5R387,17.45,149,4.03,0,0
Q9UNK4,13.79,145,0,0,0
Q9NZK7,13.38,142,0,0,0
Q9BZM2,29.17,168,3.57,0,0
O15496,25.45,165,0,0,0
Q9BRP4,0.77,392,2.55,0,0
P0CB38,0.81,370,1.89,0,0
P11940,17.61,636,30.97,1.1,0
Q86U42,42.81,306,62.42,4.25,0
Q9H361,19.18,631,29.64,0,0
Q13310,20.81,644,26.24,1.09,0
Q96DU9,0.79,382,2.36,0,0
P18509,59.66,176,28.41,0,0
Q8IZE3,42.05,742,23.32,0,0
Q9BY11,14.19,444,44.14,0,0
Q9UNF0,0,486,44.24,0,0
Q9UKS6,26.89,424,39.15,0,0
Q96M98,100,296,7.09,0,0
Q8N7B6,100,248,28.63,0,0
P41586,16.45,468,0,0,33.12
Q6VY07,100,963,44.55,8.2,0
Q86VP3,100,889,41.62,0,0
Q9BSG0,28.72,188,0,0,0
Q9ULC6,6.49,663,1.66,0,0
Q9Y2J8,6.32,665,2.71,0,0
Q9ULW8,6.48,664,0.6,0,0
Q9UM07,0,663,5.13,0,0
Q6TGC4,18.16,694,0.43,0.58,0
P09466,12.22,180,0,0,0
Q15004,100,111,94.59,0,0
Q8N7H5,81.92,531,50.09,17.89,0
Q99487,3.57,392,2.3,0,0
Q13093,13.15,441,1.81,0,0
Q8NCC3,47.82,412,0.49,0,0
O75459,100,146,91.1,0,0
Q7Z2X7,100,111,100,0,0
Q5JUK9,100,113,88.5,0,0
O60829,100,102,100,0,0
Q96GU1,100,130,100,0,0
Q9BTK6,100,254,100,44.88,0
P01298,60,95,5.26,0,0
O14832,8.88,338,3.85,0,0
P05121,0,402,0,0,0
Q9ULR5,84.55,123,90.24,0,0
P05120,0,415,4.1,0,0
Q9H074,48.02,479,37.58,16.91,0
Q9BPZ3,82.68,127,42.52,31.5,0
Q8NC51,0,408,95.59,0,0
Q13153,24.4,545,45.5,0,0
Q13177,28.63,524,37.02,0,0
O75914,33.09,559,42.93,2.68,0
O96013,0.51,591,52.45,1.69,0
Q9NQU5,46.7,681,49.78,0,0
Q9P286,49.51,719,34.63,1.81,0
Q9Y536,0,164,1.22,0,0
F5H284,1.22,164,1.22,0,0
A2BFH1,0,164,1.22,0,0
Q86YC2,70.32,1186,47.13,0,0
Q9ULE6,31.31,856,8.41,0,0
Q8WX93,45.55,1383,61.03,17.06,0
Q8IXS6,100,379,61.74,0,0
A6NDB9,100,673,84.99,52.01,0
Q9NP74,100,551,67.88,1.81,0
O75781,100,387,94.32,0,0
Q6UXH9,13.33,720,0.42,7.36,0
Q504Q3,8.74,1202,3.08,0,0
Q58A45,52.2,887,26.38,0,0
Q8TE04,38.63,598,37.29,0,0
Q9BZ23,40.35,570,29.47,1.4,0
Q9H999,1.89,370,0,0,0
Q9NVE7,11,773,4.27,0,0
Q96RD7,100,426,9.15,0,19.72
Q96RD6,100,677,34.86,0,13.59
Q96QZ0,100,392,0.51,0,21.43
Q6QHF9,7.7,649,2.47,0,0
Q4VXU2,19.22,614,18.24,8.14,0
Q5JQF8,0.5,200,5.5,0,0
Q5QFB9,100,102,0,0,41.18
Q9NVV4,10.31,582,13.4,0,0
Q8NDF8,45.45,572,43.88,20.28,0
Q5XG87,59.59,772,50.78,14.64,0
Q6ZNF0,9.59,438,0.91,0,0
P51003,36.91,745,37.18,1.21,0
Q9NRJ5,27.2,636,15.88,0,0
Q9BWT3,30.98,736,29.62,0,0
Q13219,43.45,1627,9.04,3.75,0
Q9BXP8,47.74,1791,14.29,0.45,0
O43252,0,624,3.53,0,0
O95340,3.42,614,7.49,0,0
Q6TCH7,100,311,0,0,50.16
Q8N4S7,100,273,0,0,46.15
Q6TCH4,100,344,2.03,0,42.73
Q6ZVX9,100,377,9.02,0,38.99
Q8IY49,100,270,0,0,54.44
Q15546,100,238,0,0,61.76
Q53GL7,55.61,1025,38.44,11.51,0
Q9NR21,6.34,331,1.81,0,0
Q9H0J9,12.13,701,4.14,0.57,0
Q460N5,21.71,1801,6.94,0,0
Q460N3,9.59,678,14.45,0,0
Q8N5Y8,14.29,322,2.8,2.17,6.52
P25116,19.53,425,1.18,0.94,36.71
P55085,25.94,397,0,2.02,39.04
Q8TEW8,66.39,1205,62.41,6.06,0
O00254,23.8,374,0,0,43.32
Q96RI0,21.04,385,6.49,1.3,38.96
Q9NPB6,25.72,346,38.73,0,0
Q9BYG5,38.71,372,30.11,0,0
Q9BYG4,29.26,376,32.45,0,0
Q8TEW0,60.77,1356,67.48,4.35,0
Q86W56,45.8,976,46.31,0,0
Q9NWS1,100,579,16.75,0,0
Q99497,0,189,3.17,0,0
Q9H300,55.67,379,5.01,0,37.73
Q6UWI2,100,310,65.16,0,6.77
O95453,15.81,639,17.06,0,0
P09874,4.34,1014,14.3,0,0
Q9UGN5,18.87,583,18.01,0,0
Q9Y6F1,10.88,533,26.45,0,0
Q9UKK3,61.31,1724,8.12,0,0
Q2NL67,58.57,630,3.49,0,0
Q8N3A8,69.32,854,15.93,0.7,0
Q8IXQ6,23.07,854,1.76,0,0
Q7Z3E1,47.95,657,24.05,0,0
Q9NVD7,34.14,372,22.85,0,0
Q9HBI1,29.95,364,19.51,0,0
Q9HBI0,17.82,331,9.37,0,0
Q8IV76,75.29,773,50.19,6.86,0
Q96RG2,67.2,1323,18.75,0,0
Q8WXA2,37.3,126,0,0,0
Q6UY27,35.4,113,0,0,0
B3GLJ2,18.37,98,0,0,0
P0C8F1,17.35,98,0,0,0
Q86TB9,67.14,770,53.25,23.9,0
C9JE40,56.72,543,25.41,0,0
Q9HBE1,45.85,687,28.24,0,0
Q96IZ0,95.59,340,80,21.18,0
P15863,76.22,534,44.01,0,0
Q02962,53.72,417,52.52,0,0
P23760,55.11,479,60.33,0,0
O43316,38.86,350,20.29,0,0
Q02548,40.92,391,52.94,0,0
P26367,46.45,422,60.43,52.84,0
P23759,59.23,520,50.19,1.35,0
Q06710,48.89,450,44.67,2.89,0
P55771,60.7,341,28.45,0,0
Q9Y5B6,100,917,46.67,0,0
Q6ZW49,40.79,1069,36.86,23.11,0
P49023,41.46,591,54.99,1.35,0
Q86U86,27.24,1689,29.72,8.05,0
Q9BVG4,40.34,233,32.62,0,0
Q96AQ6,100,731,71.27,2.05,0
P30039,9.72,288,0.35,0,0
E2RYF7,100,251,91.24,63.75,0
Q9GZY1,100,135,0,0,0
P40424,64.42,430,51.16,2.09,0
P40425,67.91,430,55.35,2.09,0
P40426,68.2,434,55.99,2.07,0
Q9BYU1,61.5,374,50.8,0,0
Q9BZA7,53.01,1347,25.76,0.59,1.56
Q9BZA8,48.96,1340,22.76,0.6,1.57
A6NKN8,100,68,100,0,0
Q8NF37,33.15,534,3.75,0,3.93
Q7L5N7,32.72,544,4.6,0,3.86
Q15365,27.81,356,13.76,0,0
Q15366,29.04,365,24.93,0,0
P57721,33.42,371,38.81,0,0
P57723,37.22,403,19.85,0,0
P05165,1.51,728,1.37,0,0
P05166,5.94,539,5.19,0,0
Q9P2E7,36.92,1040,28.94,2.02,2.02
Q9NPG4,44.76,1184,34.71,0.42,1.77
Q96QU1,45.22,1955,19.49,1.59,1.07
Q96JQ0,50.76,3298,40.9,0,0.64
O14917,43.57,1159,33.13,2.33,1.81
Q9HCL0,42.29,1135,26.78,0,1.85
Q8TAB3,44.25,1148,22.65,0,1.83
Q8N6Y1,21.56,951,5.99,0,2.21
Q6V1P9,41.87,2916,10.25,0,0.72
Q9Y5I3,31.26,950,21.16,0.84,2.21
Q9Y5H9,31.01,948,21.84,0.84,2.22
Q9Y5H8,31.16,950,20.11,0.84,2.21
Q9UN74,30.73,947,19.85,0.84,2.22
Q9Y5H7,30.66,936,19.66,0.85,2.24
Q9UN73,30.74,950,19.58,0.84,2.21
Q9UN72,30.2,937,19.42,0.85,2.24
Q9Y5H6,31.05,950,20.42,0.84,2.21
Q9Y5H5,31.05,950,20.95,0.84,2.21
Q9Y5I2,31.65,948,17.72,0.84,2.22
Q9Y5I1,31.82,949,24.34,0.84,2.21
Q9UN75,30.5,941,19.45,0.85,2.23
Q9Y5I0,31.79,950,21.26,0.84,2.21
Q9Y5F3,21.27,818,8.92,0,2.57
Q9Y5E7,19.17,798,4.01,0,2.63
Q9Y5E6,19.47,796,5.4,0,2.64
Q9Y5E5,19.37,795,5.16,0,2.64
Q9Y5E4,19.25,795,9.81,0,2.64
Q9Y5E3,18.39,794,7.18,0,2.64
Q9Y5E2,18.79,793,3.53,0,2.65
Q9UN66,19.23,801,4.12,0,2.37
Q9Y5E1,19.45,797,7.03,0,2.63
Q9UN67,19.75,800,5.25,0,2.62
Q9Y5F2,19.7,797,4.64,0,2.63
Q9Y5F1,19.5,795,4.78,0,2.64
Q9Y5F0,19.05,798,5.51,0,2.63
Q9Y5E9,19.42,798,3.26,0,3.13
Q9Y5E8,17.66,787,10.17,0,2.67
Q9NRJ7,17.01,776,12.89,0,2.71
Q96TA0,17.98,734,5.04,0,2.86
Q9H158,32.81,963,25.65,1.35,2.18
Q9Y5I4,35.95,1007,28,0.79,2.09
Q9Y5H4,30.18,931,22.23,0,2.26
Q9Y5H1,30.69,932,17.7,0,2.25
Q9Y5H0,30.47,932,17.38,0,2.25
Q9Y5G9,30.29,931,25.03,0,2.26
Q9Y5G8,30.18,931,24.06,0,2.26
Q9Y5G7,30.15,932,18.24,0,2.25
Q9Y5G6,30.58,932,25,0,2.25
Q9Y5G5,30.69,932,20.71,0,2.25
Q9Y5G4,30.36,932,18.24,0,2.25
Q9Y5H3,31.2,936,17.63,0,2.24
Q9Y5H2,30.91,935,18.72,0,2.25
O60330,30.69,932,20.17,0,2.25
Q9Y5G3,30.42,927,20.17,0,2.27
Q9Y5G2,30.61,931,23.42,0,2.26
Q9Y5G1,30.36,929,22.93,0,2.26
Q9UN71,30.66,923,19.28,0,2.28
Q9Y5G0,30.34,923,21.34,0,2.28
Q9Y5F9,30.86,930,23.87,0,2.26
Q9Y5F8,30.89,929,22.71,0,2.26
Q9UN70,30.41,934,25.7,0,2.25
Q9Y5F7,31.13,938,29.53,0,2.24
Q9Y5F6,31.46,944,33.69,0,2.22
Q08174,39.34,1060,38.96,0,1.98
O60245,30.78,1069,32.93,0,1.96
O95206,39.16,1070,41.68,0,1.96
Q9HC56,48.99,1237,34.11,0,1.7
Q4G0U5,76.79,840,12.98,0,0
O94913,92.15,1555,71.96,31.32,0
Q96NT5,22.66,459,5.66,0,50.76
Q9BSM1,17.76,259,0,0,0
P35227,49.13,344,38.66,29.94,0
Q3KNV8,25.62,242,12.4,0,0
Q86SE9,30.47,256,15.23,0,0
Q9BYE7,51.43,350,37.14,28.29,0
Q15645,37.96,432,2.55,0,0
Q5JVF3,3.26,399,0.5,0,0
Q9H4Z3,93.32,704,29.55,1.7,0
P35558,0,622,5.63,0,0
Q16822,4.38,640,8.75,0,0
Q7Z2X4,32.8,250,8.4,0,0
Q9Y6V0,93.9,5065,68.67,25.45,0
Q15154,100,2024,69.52,0,0
Q96MG8,29.41,357,21.57,0,0
Q9NV79,23.82,361,14.13,2.22,0
P12004,0,261,4.21,0,0
Q8WW12,100,178,98.31,0,0
O95613,100,3336,45.89,17.45,0
Q15113,17.37,449,22.27,0,0
Q9UKZ9,9.64,415,0.96,0,0
Q58A44,100,107,55.14,68.22,0
Q8IVA1,69.12,136,100,0,0
P48539,100,62,100,0,0
P42785,10.08,496,0,0,0
Q9UHG2,100,260,51.54,0,0
Q6UW60,16.56,755,9.93,0,2.78
Q92824,62.8,1860,3.01,0,1.13
P29122,15.58,969,12.49,0,0
Q16549,29.17,785,20.89,0,2.68
Q8NBP7,0,692,9.1,0,0
Q9Y365,32.3,291,18.9,0,0
Q96RV3,100,2341,36.44,5.85,9.06
A6NKB5,100,2137,38.61,5.94,14.74
Q9H6A9,100,2034,37.41,8.75,13.47
Q63HM2,100,1172,4.01,0,26.62
P49585,30.25,367,26.7,0,0
Q9Y5K3,30.62,369,31.44,0,0
Q99447,9.51,389,11.05,0,0
Q9UHG3,17.43,505,0.79,0,0
Q8NBM8,14.37,494,0,0,0
Q9NZQ7,19.31,290,10.69,0,7.24
Q9BQ51,30.04,273,5.13,0,7.69
Q9Y5Y4,28.86,395,6.58,0,38.23
Q13258,16.99,359,1.11,0,40.95
Q9BUL8,0,212,5.66,0,0
Q8WUM4,16.59,868,20.97,16.59,0
Q15116,55.21,288,29.51,0,7.29
Q16342,100,344,4.07,0,0
Q53EL6,33.05,469,30.06,0,0
O14737,9.6,125,46.4,0,0
O75340,0.52,191,4.19,0,0
Q8N8D1,100,485,40.82,34.85,0
Q8N4E4,31.12,241,13.28,0,0
Q9H2J4,30.54,239,19.25,0,0
Q9BRP1,100,358,12.57,0,0
Q8NB37,5.45,220,0.45,0,0
Q9Y233,10.14,779,5.01,0,0
Q9HCR9,25.19,933,13.29,0,0
Q6L8Q7,50.57,609,11.82,0,0
P54750,30.47,535,1.87,0,0
Q01064,26.31,536,17.16,0,0
Q14123,45.13,709,34.7,0,0
O00408,7.12,941,6.8,0,0
Q14432,67.48,1141,34.27,2.89,11.04
Q13370,62.23,1112,23.47,0.36,11.33
P27815,57,886,49.66,0,0
Q07343,39.54,736,31.25,0,0
Q08493,44.66,712,35.25,0,0
Q08499,45.24,809,44.13,5.81,0
O76074,0,875,11.43,1.71,0
P16499,11.98,860,5.7,0,0
P35913,11.24,854,0.23,0,0
P51160,11.07,858,4.9,0,0
O43924,0,150,0,0,0
Q13946,19.29,482,2.07,1.24,0
Q9NP56,20.89,450,7.56,0,0
O60658,23.88,829,13.15,0,0
O95263,25.08,885,17.18,0,0
O76083,0,593,19.56,0,0
P04085,21.33,211,20.38,0,0
P01127,29.46,241,26.56,0,0
Q9NRA1,24.35,345,6.67,0,0
Q9GZP0,10,370,0,0,0
P07237,8.86,508,8.27,0,0
Q13087,9.33,525,11.43,0,0
P30101,3.56,505,5.35,0,0
P13667,7.75,645,9.15,2.64,0
Q14554,7.32,519,7.51,0,0
Q15084,15.45,440,5.68,2.95,0
Q8N807,21.92,584,8.9,0,0
Q9Y2S7,45.65,368,13.59,0,0
Q9BY77,68.17,421,42.04,0,0
Q8N165,12.02,341,0.29,0,0
Q15118,6.65,436,2.98,0,0
Q15119,1.97,407,3.19,0,0
Q15120,1.97,406,5.17,0,0
Q16654,4.62,411,0.24,0,0
O00151,45.29,329,45.29,0,0
Q96JY6,56.25,352,61.93,13.64,0
Q53GG5,50.27,364,40.66,0,0
P50479,46.67,330,57.88,0,0
Q96HC4,52.52,596,56.88,0,0
Q9NR12,37.42,457,43.76,0,0
Q9P0J1,24.39,537,5.59,0,0
Q9P2J9,26.28,529,1.89,0,0
Q8WWR9,100,84,1.19,0,0
O15530,10.97,556,14.75,1.8,0
Q6A1A2,23.74,396,14.39,0,0
Q86YL7,100,162,49.38,0,12.96
Q8NCN5,6.26,879,0.57,0,0
Q9NUG6,23.31,133,15.04,0,0
Q29RF7,75.84,1337,17.73,0,0
Q9NTI5,77.06,1447,26.74,0,0
P52945,74.56,283,71.02,7.07,0
Q6P996,38.71,788,23.6,0,0
Q6P474,11.09,469,13.01,0,0
O00764,0,312,2.88,0,0
Q9NZ53,100,605,62.15,6.12,3.47
P01213,100,254,15.35,0,0
Q5EBL8,8.57,140,11.43,0,0
Q13113,100,114,16.67,0,18.42
A8MUH7,11.69,402,30.35,0,0
O15018,76.05,2839,68.33,1.97,0
Q76G19,74.12,769,60.21,0,0
Q9H5P4,43.13,517,29.79,5.03,0
Q8NEN9,75.82,1154,29.55,6.59,0
Q8IXQ8,32.95,264,15.15,0,0
P34995,16.42,402,4.73,0,42.29
P43116,20.11,358,6.42,0,47.21
P43115,24.36,390,2.82,0,41.54
P35408,38.11,488,16.19,1.02,34.22
Q15121,0,130,10,0,0
Q9H792,83.68,1746,57.9,11.05,0
Q5VY43,53.91,1037,20.73,21.7,2.03
Q13951,6.59,182,18.68,0,0
P30086,0,187,18.72,0,0
Q96S96,18.94,227,18.5,0,0
P16284,15.72,738,15.31,0,2.57
Q9BY49,0,303,0.33,0,0
Q9H1Q7,72.25,454,26.43,8.15,0
Q96HM7,66.9,432,25,37.27,0
P36955,4.78,418,8.61,0,0
Q9UBV8,39.79,284,39.08,0,0
Q86TG7,64.83,708,28.95,3.11,0
Q9GZU2,79.85,1588,52.52,10.14,0
Q96FA3,43.78,418,17.7,0,0
Q9HAT8,32.62,420,15.71,0,0
Q8N2H9,49.89,469,26.01,0,0
Q9BRX2,11.43,385,7.01,0,0
Q8IZL8,100,1130,49.29,40.18,0
Q9UBM1,45.73,199,0.5,0,42.21
Q9NZ42,100,101,0,0,41.58
P01210,96.25,267,34.46,0,0
Q96RR1,18.57,684,10.96,0,0
P0DJD8,4.64,388,2.58,0,0
P0DJD7,4.64,388,2.58,0,0
P0DJD9,4.64,388,2.58,0,0
P20142,4.12,388,1.03,0,0
P12955,0.2,493,0,0,0
Q8NDH3,7.07,523,0.38,0,0
O60437,54.67,1756,26.37,0,0
O15534,60.93,1290,64.81,25.97,0
O15055,61.59,1255,48.45,11.31,0
P56645,59.7,1201,43.38,21.23,0
P11678,19.44,715,0.98,0,0
P14222,4.32,555,8.11,0,0
P41219,37.02,470,22.55,0,0
P22079,16.57,712,4.35,0,0
Q5SV97,100,790,78.48,9.62,0
P05164,20.54,745,1.61,0,0
A6NN79,16.84,196,0,0,42.86
Q96FX8,17.1,193,0,0,43.52
O75420,93.53,1035,68.79,9.28,0
Q6Y7W6,94.46,1299,65.97,51.81,0
P07202,25.94,933,9.32,0,2.68
O00541,82.65,588,29.93,12.93,0
O60683,81.6,326,3.07,0,0
O00623,83.57,359,3.06,1.67,11.7
Q92968,87.34,403,27.79,1.74,6.2
O75381,82.49,377,58.89,0,0
Q9Y5Y5,100,336,15.77,0,12.5
P40855,40.13,299,69.9,0,0
O43933,32.66,1283,14.5,0,0
Q7Z412,100,305,7.54,0,6.89
P28328,80.66,305,0.98,0,12.79
P56589,10.72,373,1.61,0,12.06
Q8IYB4,36.9,626,38.5,0,0
P50542,35.84,639,25.04,0,0
Q13608,27.76,980,8.37,0,0
O00628,4.02,323,0,0,0
Q96BD5,90.88,680,60.29,15.44,0
Q96EK2,74.95,531,57.44,0,0
P43088,18.94,359,0,0,42.9
P10720,32.69,104,0.96,0,0
O60925,6.56,122,7.38,0,0
Q9UHV9,25.97,154,37.66,0,0
P61758,32.99,197,7.61,0,0
Q9NQP4,20.15,134,9.7,0,0
Q99471,13.64,154,0,0,0
O15212,13.18,129,17.83,0,0
P17858,0.9,780,1.03,0,0
P08237,0,780,2.18,0,0
Q01813,2.3,784,1.4,0,0
Q9BZM1,57.14,189,0,0,0
Q9BX93,54.87,195,1.03,0,0
Q9H720,68.53,699,2.43,0,30.04
P18669,0,254,7.87,3.94,0
P15259,3.95,253,9.88,1.58,0
Q8N0Y7,4.33,254,9.84,3.94,0
Q96HS1,30.45,289,19.03,0,7.96
Q75T13,77.87,922,1.52,0,15.94
Q9UHJ9,100,254,0,0,41.34
Q96FM1,100,320,0,0,45.62
Q96JS3,88.75,809,24.47,0,0
Q6P3X8,100,592,15.2,0,0
Q8N328,100,593,17.88,0,0
Q96DM1,100,585,18.46,0,0
Q8N414,100,455,1.76,0,3.74
P98160,33.64,4391,20.22,0,0
P16112,74.95,2415,64.27,0,0
Q96GW7,50.71,911,33.15,10.21,0
P15428,1.13,266,0.38,0,0
Q9H7Z7,27.32,377,0.53,0,4.51
P16234,26.54,1089,9.55,4.32,1.93
P09619,12.39,1106,13.56,0,1.9
Q15198,6.67,375,13.33,0,0
Q8TBF2,10.61,198,1.01,0,0
